sample_id,source_form,synthetic_image,ground_truth_mask,anomaly_type,label,mask_pixels,raw_anomaly_score,anomaly_score_0_100
synthetic_form_00243,e04-015,data\synthetic_form_anomalies\images\synthetic_form_00243.png,data\synthetic_form_anomalies\masks\synthetic_form_00243_mask.png,thickening,1,9097,0.7657598,31.808605
synthetic_form_00244,c06-052,data\synthetic_form_anomalies\images\synthetic_form_00244.png,data\synthetic_form_anomalies\masks\synthetic_form_00244_mask.png,thickening,1,16693,0.2828803,0.0016784143
synthetic_form_00245,f07-019b,data\synthetic_form_anomalies\images\synthetic_form_00245.png,data\synthetic_form_anomalies\masks\synthetic_form_00245_mask.png,thinning,1,4395,0.88330734,39.551376
synthetic_form_00246,k04-093,data\synthetic_form_anomalies\images\synthetic_form_00246.png,data\synthetic_form_anomalies\masks\synthetic_form_00246_mask.png,thinning,1,20134,1.2948983,66.66258
synthetic_form_00247,b06-064,data\synthetic_form_anomalies\images\synthetic_form_00247.png,data\synthetic_form_anomalies\masks\synthetic_form_00247_mask.png,blur,1,2444,0.9796662,45.89846
synthetic_form_00248,b06-042,data\synthetic_form_anomalies\images\synthetic_form_00248.png,data\synthetic_form_anomalies\masks\synthetic_form_00248_mask.png,thinning,1,16064,0.8688272,38.597584
synthetic_form_00249,n02-146,data\synthetic_form_anomalies\images\synthetic_form_00249.png,data\synthetic_form_anomalies\masks\synthetic_form_00249_mask.png,thickening,1,2364,0.8202726,35.399323
synthetic_form_00250,d04-121,data\synthetic_form_anomalies\images\synthetic_form_00250.png,data\synthetic_form_anomalies\masks\synthetic_form_00250_mask.png,thinning,1,1544,1.2195765,61.701183
synthetic_form_00251,a03-040,data\synthetic_form_anomalies\images\synthetic_form_00251.png,data\synthetic_form_anomalies\masks\synthetic_form_00251_mask.png,thickening,1,19216,0.57100934,18.980532
synthetic_form_00252,a04-043,data\synthetic_form_anomalies\images\synthetic_form_00252.png,data\synthetic_form_anomalies\masks\synthetic_form_00252_mask.png,thickening,1,4661,0.7239148,29.052305
synthetic_form_00253,h07-040b,data\synthetic_form_anomalies\images\synthetic_form_00253.png,data\synthetic_form_anomalies\masks\synthetic_form_00253_mask.png,blur,1,4778,0.8643199,38.30069
synthetic_form_00254,g07-003a,data\synthetic_form_anomalies\images\synthetic_form_00254.png,data\synthetic_form_anomalies\masks\synthetic_form_00254_mask.png,dropout,1,2150,0.9226717,42.14428
synthetic_form_00255,g06-026m,data\synthetic_form_anomalies\images\synthetic_form_00255.png,data\synthetic_form_anomalies\masks\synthetic_form_00255_mask.png,dropout,1,5658,0.7062439,27.888334
synthetic_form_00256,p03-103,data\synthetic_form_anomalies\images\synthetic_form_00256.png,data\synthetic_form_anomalies\masks\synthetic_form_00256_mask.png,blur,1,2322,0.5440441,17.20435
synthetic_form_00257,m01-095,data\synthetic_form_anomalies\images\synthetic_form_00257.png,data\synthetic_form_anomalies\masks\synthetic_form_00257_mask.png,blur,1,6223,0.50083464,14.358175
synthetic_form_00258,m03-095,data\synthetic_form_anomalies\images\synthetic_form_00258.png,data\synthetic_form_anomalies\masks\synthetic_form_00258_mask.png,blur,1,12005,0.83962995,36.674377
synthetic_form_00259,g06-011e,data\synthetic_form_anomalies\images\synthetic_form_00259.png,data\synthetic_form_anomalies\masks\synthetic_form_00259_mask.png,dropout,1,5837,0.53250295,16.444143
synthetic_form_00260,h07-057a,data\synthetic_form_anomalies\images\synthetic_form_00260.png,data\synthetic_form_anomalies\masks\synthetic_form_00260_mask.png,thickening,1,3036,0.49976248,14.287551
synthetic_form_00261,n01-057,data\synthetic_form_anomalies\images\synthetic_form_00261.png,data\synthetic_form_anomalies\masks\synthetic_form_00261_mask.png,thinning,1,9529,0.9293321,42.582993
synthetic_form_00262,f07-039b,data\synthetic_form_anomalies\images\synthetic_form_00262.png,data\synthetic_form_anomalies\masks\synthetic_form_00262_mask.png,thickening,1,7621,1.0643818,51.478622
synthetic_form_00263,g06-042n,data\synthetic_form_anomalies\images\synthetic_form_00263.png,data\synthetic_form_anomalies\masks\synthetic_form_00263_mask.png,blur,1,5731,0.6517899,24.301489
synthetic_form_00264,b06-097,data\synthetic_form_anomalies\images\synthetic_form_00264.png,data\synthetic_form_anomalies\masks\synthetic_form_00264_mask.png,thickening,1,2783,0.8595129,37.98406
synthetic_form_00265,a06-110,data\synthetic_form_anomalies\images\synthetic_form_00265.png,data\synthetic_form_anomalies\masks\synthetic_form_00265_mask.png,thinning,1,2712,0.88652176,39.763103
synthetic_form_00266,l04-098,data\synthetic_form_anomalies\images\synthetic_form_00266.png,data\synthetic_form_anomalies\masks\synthetic_form_00266_mask.png,thickening,1,3931,0.49167103,13.754574
synthetic_form_00267,g01-037,data\synthetic_form_anomalies\images\synthetic_form_00267.png,data\synthetic_form_anomalies\masks\synthetic_form_00267_mask.png,thickening,1,4486,1.1560643,57.517685
synthetic_form_00268,l07-176,data\synthetic_form_anomalies\images\synthetic_form_00268.png,data\synthetic_form_anomalies\masks\synthetic_form_00268_mask.png,thinning,1,3631,1.3254925,68.6778
synthetic_form_00269,n02-054,data\synthetic_form_anomalies\images\synthetic_form_00269.png,data\synthetic_form_anomalies\masks\synthetic_form_00269_mask.png,blur,1,3708,0.77317923,32.297318
synthetic_form_00270,k04-110,data\synthetic_form_anomalies\images\synthetic_form_00270.png,data\synthetic_form_anomalies\masks\synthetic_form_00270_mask.png,thinning,1,3486,0.642912,23.716705
synthetic_form_00271,k07-059a,data\synthetic_form_anomalies\images\synthetic_form_00271.png,data\synthetic_form_anomalies\masks\synthetic_form_00271_mask.png,thickening,1,11074,1.0450308,50.20399
synthetic_form_00272,n02-098,data\synthetic_form_anomalies\images\synthetic_form_00272.png,data\synthetic_form_anomalies\masks\synthetic_form_00272_mask.png,thickening,1,2079,1.235069,62.72167
synthetic_form_00273,e02-100,data\synthetic_form_anomalies\images\synthetic_form_00273.png,data\synthetic_form_anomalies\masks\synthetic_form_00273_mask.png,blur,1,2105,0.70077914,27.528376
synthetic_form_00274,g01-019,data\synthetic_form_anomalies\images\synthetic_form_00274.png,data\synthetic_form_anomalies\masks\synthetic_form_00274_mask.png,dropout,1,2657,0.84106696,36.769035
synthetic_form_00275,a04-096,data\synthetic_form_anomalies\images\synthetic_form_00275.png,data\synthetic_form_anomalies\masks\synthetic_form_00275_mask.png,thickening,1,13465,0.5741319,19.186213
synthetic_form_00276,j06-026,data\synthetic_form_anomalies\images\synthetic_form_00276.png,data\synthetic_form_anomalies\masks\synthetic_form_00276_mask.png,dropout,1,16832,0.9088697,41.23515
synthetic_form_00277,f07-046b,data\synthetic_form_anomalies\images\synthetic_form_00277.png,data\synthetic_form_anomalies\masks\synthetic_form_00277_mask.png,blur,1,10572,0.89236057,40.147705
synthetic_form_00278,k07-185,data\synthetic_form_anomalies\images\synthetic_form_00278.png,data\synthetic_form_anomalies\masks\synthetic_form_00278_mask.png,thinning,1,6977,0.7811709,32.823723
synthetic_form_00279,n04-075,data\synthetic_form_anomalies\images\synthetic_form_00279.png,data\synthetic_form_anomalies\masks\synthetic_form_00279_mask.png,dropout,1,11508,0.69594795,27.210146
synthetic_form_00280,h04-049,data\synthetic_form_anomalies\images\synthetic_form_00280.png,data\synthetic_form_anomalies\masks\synthetic_form_00280_mask.png,blur,1,2487,0.7772816,32.567535
synthetic_form_00281,c06-095,data\synthetic_form_anomalies\images\synthetic_form_00281.png,data\synthetic_form_anomalies\masks\synthetic_form_00281_mask.png,blur,1,1484,0.95023257,43.959694
synthetic_form_00282,g06-045c,data\synthetic_form_anomalies\images\synthetic_form_00282.png,data\synthetic_form_anomalies\masks\synthetic_form_00282_mask.png,dropout,1,16295,0.93729967,43.10781
synthetic_form_00283,j04-115,data\synthetic_form_anomalies\images\synthetic_form_00283.png,data\synthetic_form_anomalies\masks\synthetic_form_00283_mask.png,thinning,1,3381,1.0946423,53.47186
synthetic_form_00284,l07-138,data\synthetic_form_anomalies\images\synthetic_form_00284.png,data\synthetic_form_anomalies\masks\synthetic_form_00284_mask.png,blur,1,4723,0.93138236,42.71804
synthetic_form_00285,c06-043,data\synthetic_form_anomalies\images\synthetic_form_00285.png,data\synthetic_form_anomalies\masks\synthetic_form_00285_mask.png,blur,1,2431,1.0381941,49.75366
synthetic_form_00286,f04-087,data\synthetic_form_anomalies\images\synthetic_form_00286.png,data\synthetic_form_anomalies\masks\synthetic_form_00286_mask.png,dropout,1,8774,1.5597446,84.10782
synthetic_form_00287,c03-021c,data\synthetic_form_anomalies\images\synthetic_form_00287.png,data\synthetic_form_anomalies\masks\synthetic_form_00287_mask.png,thinning,1,16406,0.8087931,34.643177
synthetic_form_00288,a05-009,data\synthetic_form_anomalies\images\synthetic_form_00288.png,data\synthetic_form_anomalies\masks\synthetic_form_00288_mask.png,dropout,1,4412,1.3308674,69.03184
synthetic_form_00289,a01-063u,data\synthetic_form_anomalies\images\synthetic_form_00289.png,data\synthetic_form_anomalies\masks\synthetic_form_00289_mask.png,dropout,1,1362,0.9224405,42.129055
synthetic_form_00290,l01-119,data\synthetic_form_anomalies\images\synthetic_form_00290.png,data\synthetic_form_anomalies\masks\synthetic_form_00290_mask.png,blur,1,9624,0.9706031,45.301487
synthetic_form_00291,b03-104,data\synthetic_form_anomalies\images\synthetic_form_00291.png,data\synthetic_form_anomalies\masks\synthetic_form_00291_mask.png,thinning,1,1323,0.64078176,23.576391
synthetic_form_00292,n06-169,data\synthetic_form_anomalies\images\synthetic_form_00292.png,data\synthetic_form_anomalies\masks\synthetic_form_00292_mask.png,thickening,1,2069,0.7763342,32.505135
synthetic_form_00293,g06-045o,data\synthetic_form_anomalies\images\synthetic_form_00293.png,data\synthetic_form_anomalies\masks\synthetic_form_00293_mask.png,thickening,1,9419,0.93821305,43.167976
synthetic_form_00294,f02-003,data\synthetic_form_anomalies\images\synthetic_form_00294.png,data\synthetic_form_anomalies\masks\synthetic_form_00294_mask.png,thinning,1,2741,1.3222826,68.46636
synthetic_form_00295,h07-071a,data\synthetic_form_anomalies\images\synthetic_form_00295.png,data\synthetic_form_anomalies\masks\synthetic_form_00295_mask.png,thinning,1,6936,0.95062184,43.985336
synthetic_form_00296,g01-022,data\synthetic_form_anomalies\images\synthetic_form_00296.png,data\synthetic_form_anomalies\masks\synthetic_form_00296_mask.png,thinning,1,3427,1.3111482,67.73295
synthetic_form_00297,b06-053,data\synthetic_form_anomalies\images\synthetic_form_00297.png,data\synthetic_form_anomalies\masks\synthetic_form_00297_mask.png,thinning,1,2443,1.0665771,51.623226
synthetic_form_00298,c03-021f,data\synthetic_form_anomalies\images\synthetic_form_00298.png,data\synthetic_form_anomalies\masks\synthetic_form_00298_mask.png,dropout,1,7907,0.99296576,46.774494
synthetic_form_00299,n04-195,data\synthetic_form_anomalies\images\synthetic_form_00299.png,data\synthetic_form_anomalies\masks\synthetic_form_00299_mask.png,blur,1,14734,0.6849796,26.487673
synthetic_form_00300,m04-012,data\synthetic_form_anomalies\images\synthetic_form_00300.png,data\synthetic_form_anomalies\masks\synthetic_form_00300_mask.png,thickening,1,1438,0.8387874,36.618877
synthetic_form_00301,g06-047k,data\synthetic_form_anomalies\images\synthetic_form_00301.png,data\synthetic_form_anomalies\masks\synthetic_form_00301_mask.png,thickening,1,4034,0.6916046,26.924055
synthetic_form_00302,h07-063b,data\synthetic_form_anomalies\images\synthetic_form_00302.png,data\synthetic_form_anomalies\masks\synthetic_form_00302_mask.png,dropout,1,15612,0.87795943,39.199112
synthetic_form_00303,a02-046,data\synthetic_form_anomalies\images\synthetic_form_00303.png,data\synthetic_form_anomalies\masks\synthetic_form_00303_mask.png,thickening,1,11855,0.7487288,30.686787
synthetic_form_00304,a06-064,data\synthetic_form_anomalies\images\synthetic_form_00304.png,data\synthetic_form_anomalies\masks\synthetic_form_00304_mask.png,dropout,1,7428,0.5649866,18.583817
synthetic_form_00305,g07-022b,data\synthetic_form_anomalies\images\synthetic_form_00305.png,data\synthetic_form_anomalies\masks\synthetic_form_00305_mask.png,dropout,1,5544,0.71546084,28.49545
synthetic_form_00306,l01-082,data\synthetic_form_anomalies\images\synthetic_form_00306.png,data\synthetic_form_anomalies\masks\synthetic_form_00306_mask.png,dropout,1,13606,0.67496616,25.828093
synthetic_form_00307,h07-033,data\synthetic_form_anomalies\images\synthetic_form_00307.png,data\synthetic_form_anomalies\masks\synthetic_form_00307_mask.png,thickening,1,10861,0.79131675,33.492027
synthetic_form_00308,p03-142,data\synthetic_form_anomalies\images\synthetic_form_00308.png,data\synthetic_form_anomalies\masks\synthetic_form_00308_mask.png,thickening,1,12090,0.6372895,23.34636
synthetic_form_00309,p03-033,data\synthetic_form_anomalies\images\synthetic_form_00309.png,data\synthetic_form_anomalies\masks\synthetic_form_00309_mask.png,thinning,1,8191,0.5574278,18.085926
synthetic_form_00310,g04-068,data\synthetic_form_anomalies\images\synthetic_form_00310.png,data\synthetic_form_anomalies\masks\synthetic_form_00310_mask.png,blur,1,4261,0.8041784,34.33921
synthetic_form_00311,n04-163,data\synthetic_form_anomalies\images\synthetic_form_00311.png,data\synthetic_form_anomalies\masks\synthetic_form_00311_mask.png,thickening,1,3636,0.7994808,34.029785
synthetic_form_00312,a06-124,data\synthetic_form_anomalies\images\synthetic_form_00312.png,data\synthetic_form_anomalies\masks\synthetic_form_00312_mask.png,blur,1,1828,1.023048,48.755997
synthetic_form_00313,d06-086,data\synthetic_form_anomalies\images\synthetic_form_00313.png,data\synthetic_form_anomalies\masks\synthetic_form_00313_mask.png,thinning,1,25829,0.9694843,45.227795
synthetic_form_00314,a05-099,data\synthetic_form_anomalies\images\synthetic_form_00314.png,data\synthetic_form_anomalies\masks\synthetic_form_00314_mask.png,blur,1,2595,1.3313475,69.06346
synthetic_form_00315,f02-003,data\synthetic_form_anomalies\images\synthetic_form_00315.png,data\synthetic_form_anomalies\masks\synthetic_form_00315_mask.png,thickening,1,3700,1.3557767,70.67259
synthetic_form_00316,k04-142,data\synthetic_form_anomalies\images\synthetic_form_00316.png,data\synthetic_form_anomalies\masks\synthetic_form_00316_mask.png,thinning,1,3952,0.6426873,23.70191
synthetic_form_00317,m06-098,data\synthetic_form_anomalies\images\synthetic_form_00317.png,data\synthetic_form_anomalies\masks\synthetic_form_00317_mask.png,blur,1,1360,1.1713698,58.52585
synthetic_form_00318,a01-063,data\synthetic_form_anomalies\images\synthetic_form_00318.png,data\synthetic_form_anomalies\masks\synthetic_form_00318_mask.png,thinning,1,8164,0.98603463,46.31795
synthetic_form_00319,h04-052,data\synthetic_form_anomalies\images\synthetic_form_00319.png,data\synthetic_form_anomalies\masks\synthetic_form_00319_mask.png,thinning,1,8403,1.4098343,74.23333
synthetic_form_00320,e07-000,data\synthetic_form_anomalies\images\synthetic_form_00320.png,data\synthetic_form_anomalies\masks\synthetic_form_00320_mask.png,thickening,1,18578,1.2562298,64.11551
synthetic_form_00321,f07-028b,data\synthetic_form_anomalies\images\synthetic_form_00321.png,data\synthetic_form_anomalies\masks\synthetic_form_00321_mask.png,dropout,1,8589,0.8949337,40.3172
synthetic_form_00322,c01-009,data\synthetic_form_anomalies\images\synthetic_form_00322.png,data\synthetic_form_anomalies\masks\synthetic_form_00322_mask.png,thinning,1,10676,0.94737756,43.77164
synthetic_form_00323,a02-098,data\synthetic_form_anomalies\images\synthetic_form_00323.png,data\synthetic_form_anomalies\masks\synthetic_form_00323_mask.png,dropout,1,4940,0.34831727,4.311964
synthetic_form_00324,m01-121,data\synthetic_form_anomalies\images\synthetic_form_00324.png,data\synthetic_form_anomalies\masks\synthetic_form_00324_mask.png,thinning,1,12824,0.7018279,27.597454
synthetic_form_00325,f01-147,data\synthetic_form_anomalies\images\synthetic_form_00325.png,data\synthetic_form_anomalies\masks\synthetic_form_00325_mask.png,blur,1,8058,0.48163098,13.093244
synthetic_form_00326,n04-156,data\synthetic_form_anomalies\images\synthetic_form_00326.png,data\synthetic_form_anomalies\masks\synthetic_form_00326_mask.png,blur,1,8574,0.7546341,31.07576
synthetic_form_00327,g06-011g,data\synthetic_form_anomalies\images\synthetic_form_00327.png,data\synthetic_form_anomalies\masks\synthetic_form_00327_mask.png,thinning,1,7631,0.63759214,23.366291
synthetic_form_00328,m01-032,data\synthetic_form_anomalies\images\synthetic_form_00328.png,data\synthetic_form_anomalies\masks\synthetic_form_00328_mask.png,thickening,1,20385,0.4706491,12.369874
synthetic_form_00329,h02-037,data\synthetic_form_anomalies\images\synthetic_form_00329.png,data\synthetic_form_anomalies\masks\synthetic_form_00329_mask.png,thickening,1,3321,0.87403846,38.940845
synthetic_form_00330,a05-121,data\synthetic_form_anomalies\images\synthetic_form_00330.png,data\synthetic_form_anomalies\masks\synthetic_form_00330_mask.png,dropout,1,1397,0.9664948,45.030876
synthetic_form_00331,h07-080a,data\synthetic_form_anomalies\images\synthetic_form_00331.png,data\synthetic_form_anomalies\masks\synthetic_form_00331_mask.png,thickening,1,30466,0.87505925,39.008083
synthetic_form_00332,g06-050l,data\synthetic_form_anomalies\images\synthetic_form_00332.png,data\synthetic_form_anomalies\masks\synthetic_form_00332_mask.png,thickening,1,5694,0.6204407,22.236542
synthetic_form_00333,h07-037,data\synthetic_form_anomalies\images\synthetic_form_00333.png,data\synthetic_form_anomalies\masks\synthetic_form_00333_mask.png,thickening,1,3924,0.7207896,28.84645
synthetic_form_00334,d01-104,data\synthetic_form_anomalies\images\synthetic_form_00334.png,data\synthetic_form_anomalies\masks\synthetic_form_00334_mask.png,blur,1,3831,1.0130256,48.095833
synthetic_form_00335,b06-053,data\synthetic_form_anomalies\images\synthetic_form_00335.png,data\synthetic_form_anomalies\masks\synthetic_form_00335_mask.png,dropout,1,6200,1.0941684,53.440647
synthetic_form_00336,p02-022,data\synthetic_form_anomalies\images\synthetic_form_00336.png,data\synthetic_form_anomalies\masks\synthetic_form_00336_mask.png,dropout,1,21085,0.5181904,15.501385
synthetic_form_00337,m02-066,data\synthetic_form_anomalies\images\synthetic_form_00337.png,data\synthetic_form_anomalies\masks\synthetic_form_00337_mask.png,blur,1,2352,0.7335026,29.683846
synthetic_form_00338,c06-095,data\synthetic_form_anomalies\images\synthetic_form_00338.png,data\synthetic_form_anomalies\masks\synthetic_form_00338_mask.png,dropout,1,14829,0.9440168,43.550266
synthetic_form_00339,b02-045,data\synthetic_form_anomalies\images\synthetic_form_00339.png,data\synthetic_form_anomalies\masks\synthetic_form_00339_mask.png,thickening,1,3853,0.5544691,17.891037
synthetic_form_00340,d04-125,data\synthetic_form_anomalies\images\synthetic_form_00340.png,data\synthetic_form_anomalies\masks\synthetic_form_00340_mask.png,dropout,1,13265,0.85750663,37.851906
synthetic_form_00341,a04-035,data\synthetic_form_anomalies\images\synthetic_form_00341.png,data\synthetic_form_anomalies\masks\synthetic_form_00341_mask.png,thickening,1,29717,0.58464324,19.878588
synthetic_form_00342,j01-045,data\synthetic_form_anomalies\images\synthetic_form_00342.png,data\synthetic_form_anomalies\masks\synthetic_form_00342_mask.png,blur,1,1289,0.9067937,41.09841
synthetic_form_00343,g06-045b,data\synthetic_form_anomalies\images\synthetic_form_00343.png,data\synthetic_form_anomalies\masks\synthetic_form_00343_mask.png,thinning,1,10399,0.70596224,27.869781
synthetic_form_00344,c03-094c,data\synthetic_form_anomalies\images\synthetic_form_00344.png,data\synthetic_form_anomalies\masks\synthetic_form_00344_mask.png,thickening,1,18677,0.8304309,36.068443
synthetic_form_00345,k03-157,data\synthetic_form_anomalies\images\synthetic_form_00345.png,data\synthetic_form_anomalies\masks\synthetic_form_00345_mask.png,thickening,1,8802,0.6107952,21.601196
synthetic_form_00346,g07-074a,data\synthetic_form_anomalies\images\synthetic_form_00346.png,data\synthetic_form_anomalies\masks\synthetic_form_00346_mask.png,blur,1,23520,0.81035197,34.74586
synthetic_form_00347,d06-100,data\synthetic_form_anomalies\images\synthetic_form_00347.png,data\synthetic_form_anomalies\masks\synthetic_form_00347_mask.png,blur,1,2805,0.6003539,20.913435
synthetic_form_00348,d05-025,data\synthetic_form_anomalies\images\synthetic_form_00348.png,data\synthetic_form_anomalies\masks\synthetic_form_00348_mask.png,blur,1,28082,0.6910672,26.888657
synthetic_form_00349,b05-042,data\synthetic_form_anomalies\images\synthetic_form_00349.png,data\synthetic_form_anomalies\masks\synthetic_form_00349_mask.png,blur,1,12826,0.86128116,38.10053
synthetic_form_00350,m06-042,data\synthetic_form_anomalies\images\synthetic_form_00350.png,data\synthetic_form_anomalies\masks\synthetic_form_00350_mask.png,dropout,1,26246,1.1513709,57.20853
synthetic_form_00351,m04-081,data\synthetic_form_anomalies\images\synthetic_form_00351.png,data\synthetic_form_anomalies\masks\synthetic_form_00351_mask.png,thickening,1,7862,0.88584924,39.71881
synthetic_form_00352,g07-000b,data\synthetic_form_anomalies\images\synthetic_form_00352.png,data\synthetic_form_anomalies\masks\synthetic_form_00352_mask.png,thickening,1,10102,0.8931124,40.19723
synthetic_form_00353,a02-082,data\synthetic_form_anomalies\images\synthetic_form_00353.png,data\synthetic_form_anomalies\masks\synthetic_form_00353_mask.png,dropout,1,13613,1.3685303,71.512665
synthetic_form_00354,k03-144,data\synthetic_form_anomalies\images\synthetic_form_00354.png,data\synthetic_form_anomalies\masks\synthetic_form_00354_mask.png,thinning,1,2764,0.6876811,26.665615
synthetic_form_00355,g01-083,data\synthetic_form_anomalies\images\synthetic_form_00355.png,data\synthetic_form_anomalies\masks\synthetic_form_00355_mask.png,blur,1,2873,0.7839263,33.00522
synthetic_form_00356,b04-107,data\synthetic_form_anomalies\images\synthetic_form_00356.png,data\synthetic_form_anomalies\masks\synthetic_form_00356_mask.png,dropout,1,3406,0.90796477,41.17554
synthetic_form_00357,g06-011p,data\synthetic_form_anomalies\images\synthetic_form_00357.png,data\synthetic_form_anomalies\masks\synthetic_form_00357_mask.png,dropout,1,6391,0.5261561,16.026083
synthetic_form_00358,g04-022,data\synthetic_form_anomalies\images\synthetic_form_00358.png,data\synthetic_form_anomalies\masks\synthetic_form_00358_mask.png,thickening,1,2647,0.6488772,24.109632
synthetic_form_00359,g06-042i,data\synthetic_form_anomalies\images\synthetic_form_00359.png,data\synthetic_form_anomalies\masks\synthetic_form_00359_mask.png,thinning,1,11831,1.0035012,47.46846
synthetic_form_00360,f04-035,data\synthetic_form_anomalies\images\synthetic_form_00360.png,data\synthetic_form_anomalies\masks\synthetic_form_00360_mask.png,blur,1,6390,1.3014679,67.095314
synthetic_form_00361,f01-075,data\synthetic_form_anomalies\images\synthetic_form_00361.png,data\synthetic_form_anomalies\masks\synthetic_form_00361_mask.png,thinning,1,11048,0.7957667,33.78514
synthetic_form_00362,g01-022,data\synthetic_form_anomalies\images\synthetic_form_00362.png,data\synthetic_form_anomalies\masks\synthetic_form_00362_mask.png,dropout,1,2115,1.2706933,65.068214
synthetic_form_00363,e04-004,data\synthetic_form_anomalies\images\synthetic_form_00363.png,data\synthetic_form_anomalies\masks\synthetic_form_00363_mask.png,thickening,1,8117,0.70729566,27.957613
synthetic_form_00364,m04-190,data\synthetic_form_anomalies\images\synthetic_form_00364.png,data\synthetic_form_anomalies\masks\synthetic_form_00364_mask.png,thinning,1,10606,0.84633327,37.11592
synthetic_form_00365,b06-023,data\synthetic_form_anomalies\images\synthetic_form_00365.png,data\synthetic_form_anomalies\masks\synthetic_form_00365_mask.png,thickening,1,1864,0.67622805,25.911213
synthetic_form_00366,a04-072,data\synthetic_form_anomalies\images\synthetic_form_00366.png,data\synthetic_form_anomalies\masks\synthetic_form_00366_mask.png,blur,1,25328,0.8795704,39.30523
synthetic_form_00367,g06-011i,data\synthetic_form_anomalies\images\synthetic_form_00367.png,data\synthetic_form_anomalies\masks\synthetic_form_00367_mask.png,thinning,1,4706,0.7609471,31.491596
synthetic_form_00368,g04-052,data\synthetic_form_anomalies\images\synthetic_form_00368.png,data\synthetic_form_anomalies\masks\synthetic_form_00368_mask.png,thinning,1,2733,1.1025238,53.99101
synthetic_form_00369,g06-026f,data\synthetic_form_anomalies\images\synthetic_form_00369.png,data\synthetic_form_anomalies\masks\synthetic_form_00369_mask.png,thinning,1,4966,0.8044488,34.357018
synthetic_form_00370,a01-107,data\synthetic_form_anomalies\images\synthetic_form_00370.png,data\synthetic_form_anomalies\masks\synthetic_form_00370_mask.png,dropout,1,16150,0.71266955,28.31159
synthetic_form_00371,k07-067a,data\synthetic_form_anomalies\images\synthetic_form_00371.png,data\synthetic_form_anomalies\masks\synthetic_form_00371_mask.png,dropout,1,9034,1.2863019,66.09634
synthetic_form_00372,c06-087,data\synthetic_form_anomalies\images\synthetic_form_00372.png,data\synthetic_form_anomalies\masks\synthetic_form_00372_mask.png,thinning,1,7238,0.44941732,10.971353
synthetic_form_00373,b05-058,data\synthetic_form_anomalies\images\synthetic_form_00373.png,data\synthetic_form_anomalies\masks\synthetic_form_00373_mask.png,dropout,1,6696,0.6339902,23.129038
synthetic_form_00374,a06-036,data\synthetic_form_anomalies\images\synthetic_form_00374.png,data\synthetic_form_anomalies\masks\synthetic_form_00374_mask.png,thickening,1,8898,0.8467232,37.141605
synthetic_form_00375,k03-117,data\synthetic_form_anomalies\images\synthetic_form_00375.png,data\synthetic_form_anomalies\masks\synthetic_form_00375_mask.png,thinning,1,5106,0.77099955,32.153744
synthetic_form_00376,h07-066b,data\synthetic_form_anomalies\images\synthetic_form_00376.png,data\synthetic_form_anomalies\masks\synthetic_form_00376_mask.png,thinning,1,1641,0.8198774,35.373295
synthetic_form_00377,h06-096,data\synthetic_form_anomalies\images\synthetic_form_00377.png,data\synthetic_form_anomalies\masks\synthetic_form_00377_mask.png,blur,1,12277,0.6838099,26.410622
synthetic_form_00378,g07-047,data\synthetic_form_anomalies\images\synthetic_form_00378.png,data\synthetic_form_anomalies\masks\synthetic_form_00378_mask.png,thickening,1,8734,0.8295241,36.008713
synthetic_form_00379,f01-147,data\synthetic_form_anomalies\images\synthetic_form_00379.png,data\synthetic_form_anomalies\masks\synthetic_form_00379_mask.png,dropout,1,11747,0.486615,13.421537
synthetic_form_00380,g06-031l,data\synthetic_form_anomalies\images\synthetic_form_00380.png,data\synthetic_form_anomalies\masks\synthetic_form_00380_mask.png,blur,1,1835,0.83988273,36.691032
synthetic_form_00381,m06-031,data\synthetic_form_anomalies\images\synthetic_form_00381.png,data\synthetic_form_anomalies\masks\synthetic_form_00381_mask.png,blur,1,20500,0.7058882,27.864906
synthetic_form_00382,b04-162,data\synthetic_form_anomalies\images\synthetic_form_00382.png,data\synthetic_form_anomalies\masks\synthetic_form_00382_mask.png,thinning,1,2030,0.35466877,4.730333
synthetic_form_00383,g06-045i,data\synthetic_form_anomalies\images\synthetic_form_00383.png,data\synthetic_form_anomalies\masks\synthetic_form_00383_mask.png,thickening,1,4944,1.1939303,60.011887
synthetic_form_00384,b06-100,data\synthetic_form_anomalies\images\synthetic_form_00384.png,data\synthetic_form_anomalies\masks\synthetic_form_00384_mask.png,blur,1,1292,0.71970814,28.775215
synthetic_form_00385,p03-057,data\synthetic_form_anomalies\images\synthetic_form_00385.png,data\synthetic_form_anomalies\masks\synthetic_form_00385_mask.png,blur,1,7097,0.56507957,18.589943
synthetic_form_00386,a05-080,data\synthetic_form_anomalies\images\synthetic_form_00386.png,data\synthetic_form_anomalies\masks\synthetic_form_00386_mask.png,blur,1,14268,1.158505,57.678448
synthetic_form_00387,b04-121,data\synthetic_form_anomalies\images\synthetic_form_00387.png,data\synthetic_form_anomalies\masks\synthetic_form_00387_mask.png,thickening,1,6725,1.0270172,49.01745
synthetic_form_00388,m04-246,data\synthetic_form_anomalies\images\synthetic_form_00388.png,data\synthetic_form_anomalies\masks\synthetic_form_00388_mask.png,thinning,1,18123,0.706901,27.931618
