sample_id,source_form,synthetic_image,ground_truth_mask,anomaly_type,label,mask_pixels
synthetic_form_00166,m03-118,data\synthetic_form_anomalies\images\synthetic_form_00166.png,data\synthetic_form_anomalies\masks\synthetic_form_00166_mask.png,thinning,1,8282
synthetic_form_00167,c03-016d,data\synthetic_form_anomalies\images\synthetic_form_00167.png,data\synthetic_form_anomalies\masks\synthetic_form_00167_mask.png,dropout,1,661
synthetic_form_00168,g06-050k,data\synthetic_form_anomalies\images\synthetic_form_00168.png,data\synthetic_form_anomalies\masks\synthetic_form_00168_mask.png,thinning,1,2828
synthetic_form_00169,p03-027,data\synthetic_form_anomalies\images\synthetic_form_00169.png,data\synthetic_form_anomalies\masks\synthetic_form_00169_mask.png,thickening,1,10035
synthetic_form_00170,d04-071,data\synthetic_form_anomalies\images\synthetic_form_00170.png,data\synthetic_form_anomalies\masks\synthetic_form_00170_mask.png,thinning,1,26830
synthetic_form_00171,b03-104,data\synthetic_form_anomalies\images\synthetic_form_00171.png,data\synthetic_form_anomalies\masks\synthetic_form_00171_mask.png,blur,1,2576
synthetic_form_00172,b06-019,data\synthetic_form_anomalies\images\synthetic_form_00172.png,data\synthetic_form_anomalies\masks\synthetic_form_00172_mask.png,blur,1,6843
synthetic_form_00173,l07-065,data\synthetic_form_anomalies\images\synthetic_form_00173.png,data\synthetic_form_anomalies\masks\synthetic_form_00173_mask.png,thickening,1,1208
synthetic_form_00174,n06-156,data\synthetic_form_anomalies\images\synthetic_form_00174.png,data\synthetic_form_anomalies\masks\synthetic_form_00174_mask.png,blur,1,18978
synthetic_form_00175,h07-030,data\synthetic_form_anomalies\images\synthetic_form_00175.png,data\synthetic_form_anomalies\masks\synthetic_form_00175_mask.png,thickening,1,1993
synthetic_form_00176,r03-035,data\synthetic_form_anomalies\images\synthetic_form_00176.png,data\synthetic_form_anomalies\masks\synthetic_form_00176_mask.png,thickening,1,6904
synthetic_form_00177,d04-021,data\synthetic_form_anomalies\images\synthetic_form_00177.png,data\synthetic_form_anomalies\masks\synthetic_form_00177_mask.png,blur,1,2955
synthetic_form_00178,l01-179,data\synthetic_form_anomalies\images\synthetic_form_00178.png,data\synthetic_form_anomalies\masks\synthetic_form_00178_mask.png,dropout,1,14431
synthetic_form_00179,j04-012,data\synthetic_form_anomalies\images\synthetic_form_00179.png,data\synthetic_form_anomalies\masks\synthetic_form_00179_mask.png,thinning,1,2121
synthetic_form_00180,m04-138,data\synthetic_form_anomalies\images\synthetic_form_00180.png,data\synthetic_form_anomalies\masks\synthetic_form_00180_mask.png,blur,1,3930
synthetic_form_00181,g06-031j,data\synthetic_form_anomalies\images\synthetic_form_00181.png,data\synthetic_form_anomalies\masks\synthetic_form_00181_mask.png,thinning,1,4306
synthetic_form_00182,g06-031r,data\synthetic_form_anomalies\images\synthetic_form_00182.png,data\synthetic_form_anomalies\masks\synthetic_form_00182_mask.png,dropout,1,3687
synthetic_form_00183,k04-050,data\synthetic_form_anomalies\images\synthetic_form_00183.png,data\synthetic_form_anomalies\masks\synthetic_form_00183_mask.png,blur,1,4761
synthetic_form_00184,d06-086,data\synthetic_form_anomalies\images\synthetic_form_00184.png,data\synthetic_form_anomalies\masks\synthetic_form_00184_mask.png,thickening,1,5749
synthetic_form_00185,k03-138,data\synthetic_form_anomalies\images\synthetic_form_00185.png,data\synthetic_form_anomalies\masks\synthetic_form_00185_mask.png,thinning,1,3468
synthetic_form_00186,m03-020,data\synthetic_form_anomalies\images\synthetic_form_00186.png,data\synthetic_form_anomalies\masks\synthetic_form_00186_mask.png,thickening,1,6707
synthetic_form_00187,e01-107,data\synthetic_form_anomalies\images\synthetic_form_00187.png,data\synthetic_form_anomalies\masks\synthetic_form_00187_mask.png,dropout,1,2967
synthetic_form_00188,p02-090,data\synthetic_form_anomalies\images\synthetic_form_00188.png,data\synthetic_form_anomalies\masks\synthetic_form_00188_mask.png,thinning,1,3756
synthetic_form_00189,f02-017,data\synthetic_form_anomalies\images\synthetic_form_00189.png,data\synthetic_form_anomalies\masks\synthetic_form_00189_mask.png,thickening,1,14677
synthetic_form_00190,b03-087,data\synthetic_form_anomalies\images\synthetic_form_00190.png,data\synthetic_form_anomalies\masks\synthetic_form_00190_mask.png,dropout,1,3046
synthetic_form_00191,p03-181,data\synthetic_form_anomalies\images\synthetic_form_00191.png,data\synthetic_form_anomalies\masks\synthetic_form_00191_mask.png,dropout,1,4091
synthetic_form_00192,h04-000,data\synthetic_form_anomalies\images\synthetic_form_00192.png,data\synthetic_form_anomalies\masks\synthetic_form_00192_mask.png,thinning,1,7403
synthetic_form_00193,c03-096d,data\synthetic_form_anomalies\images\synthetic_form_00193.png,data\synthetic_form_anomalies\masks\synthetic_form_00193_mask.png,thinning,1,6566
synthetic_form_00194,e04-015,data\synthetic_form_anomalies\images\synthetic_form_00194.png,data\synthetic_form_anomalies\masks\synthetic_form_00194_mask.png,blur,1,6639
synthetic_form_00195,a01-007,data\synthetic_form_anomalies\images\synthetic_form_00195.png,data\synthetic_form_anomalies\masks\synthetic_form_00195_mask.png,dropout,1,15939
synthetic_form_00196,b06-071,data\synthetic_form_anomalies\images\synthetic_form_00196.png,data\synthetic_form_anomalies\masks\synthetic_form_00196_mask.png,blur,1,12721
synthetic_form_00197,f07-013,data\synthetic_form_anomalies\images\synthetic_form_00197.png,data\synthetic_form_anomalies\masks\synthetic_form_00197_mask.png,dropout,1,14487
synthetic_form_00198,g06-101,data\synthetic_form_anomalies\images\synthetic_form_00198.png,data\synthetic_form_anomalies\masks\synthetic_form_00198_mask.png,thinning,1,3163
synthetic_form_00199,d04-071,data\synthetic_form_anomalies\images\synthetic_form_00199.png,data\synthetic_form_anomalies\masks\synthetic_form_00199_mask.png,thickening,1,2017
synthetic_form_00200,r06-053,data\synthetic_form_anomalies\images\synthetic_form_00200.png,data\synthetic_form_anomalies\masks\synthetic_form_00200_mask.png,dropout,1,8045
synthetic_form_00201,n03-066,data\synthetic_form_anomalies\images\synthetic_form_00201.png,data\synthetic_form_anomalies\masks\synthetic_form_00201_mask.png,thickening,1,5115
synthetic_form_00202,h07-037,data\synthetic_form_anomalies\images\synthetic_form_00202.png,data\synthetic_form_anomalies\masks\synthetic_form_00202_mask.png,dropout,1,3374
synthetic_form_00203,b01-018,data\synthetic_form_anomalies\images\synthetic_form_00203.png,data\synthetic_form_anomalies\masks\synthetic_form_00203_mask.png,thinning,1,4560
synthetic_form_00204,n02-037,data\synthetic_form_anomalies\images\synthetic_form_00204.png,data\synthetic_form_anomalies\masks\synthetic_form_00204_mask.png,blur,1,7891
synthetic_form_00205,f07-039a,data\synthetic_form_anomalies\images\synthetic_form_00205.png,data\synthetic_form_anomalies\masks\synthetic_form_00205_mask.png,thickening,1,5375
synthetic_form_00206,n04-084,data\synthetic_form_anomalies\images\synthetic_form_00206.png,data\synthetic_form_anomalies\masks\synthetic_form_00206_mask.png,dropout,1,4178
synthetic_form_00207,k02-112,data\synthetic_form_anomalies\images\synthetic_form_00207.png,data\synthetic_form_anomalies\masks\synthetic_form_00207_mask.png,thinning,1,5987
synthetic_form_00208,d04-008,data\synthetic_form_anomalies\images\synthetic_form_00208.png,data\synthetic_form_anomalies\masks\synthetic_form_00208_mask.png,thickening,1,8365
synthetic_form_00209,c03-003b,data\synthetic_form_anomalies\images\synthetic_form_00209.png,data\synthetic_form_anomalies\masks\synthetic_form_00209_mask.png,thickening,1,2734
synthetic_form_00210,a03-066,data\synthetic_form_anomalies\images\synthetic_form_00210.png,data\synthetic_form_anomalies\masks\synthetic_form_00210_mask.png,dropout,1,6258
synthetic_form_00211,b06-049,data\synthetic_form_anomalies\images\synthetic_form_00211.png,data\synthetic_form_anomalies\masks\synthetic_form_00211_mask.png,thinning,1,6809
synthetic_form_00212,c03-021b,data\synthetic_form_anomalies\images\synthetic_form_00212.png,data\synthetic_form_anomalies\masks\synthetic_form_00212_mask.png,thinning,1,21736
synthetic_form_00213,l04-052,data\synthetic_form_anomalies\images\synthetic_form_00213.png,data\synthetic_form_anomalies\masks\synthetic_form_00213_mask.png,blur,1,9427
synthetic_form_00214,g07-007b,data\synthetic_form_anomalies\images\synthetic_form_00214.png,data\synthetic_form_anomalies\masks\synthetic_form_00214_mask.png,dropout,1,10175
synthetic_form_00215,e04-132,data\synthetic_form_anomalies\images\synthetic_form_00215.png,data\synthetic_form_anomalies\masks\synthetic_form_00215_mask.png,blur,1,4158
synthetic_form_00216,l04-106,data\synthetic_form_anomalies\images\synthetic_form_00216.png,data\synthetic_form_anomalies\masks\synthetic_form_00216_mask.png,blur,1,10417
synthetic_form_00217,g06-115,data\synthetic_form_anomalies\images\synthetic_form_00217.png,data\synthetic_form_anomalies\masks\synthetic_form_00217_mask.png,dropout,1,1203
synthetic_form_00218,h04-007,data\synthetic_form_anomalies\images\synthetic_form_00218.png,data\synthetic_form_anomalies\masks\synthetic_form_00218_mask.png,blur,1,10871
synthetic_form_00219,l01-143,data\synthetic_form_anomalies\images\synthetic_form_00219.png,data\synthetic_form_anomalies\masks\synthetic_form_00219_mask.png,thickening,1,4715
synthetic_form_00220,g06-026a,data\synthetic_form_anomalies\images\synthetic_form_00220.png,data\synthetic_form_anomalies\masks\synthetic_form_00220_mask.png,thickening,1,3813
synthetic_form_00221,r06-057,data\synthetic_form_anomalies\images\synthetic_form_00221.png,data\synthetic_form_anomalies\masks\synthetic_form_00221_mask.png,thinning,1,7677
synthetic_form_00222,c06-138,data\synthetic_form_anomalies\images\synthetic_form_00222.png,data\synthetic_form_anomalies\masks\synthetic_form_00222_mask.png,thinning,1,8223
synthetic_form_00223,m04-019,data\synthetic_form_anomalies\images\synthetic_form_00223.png,data\synthetic_form_anomalies\masks\synthetic_form_00223_mask.png,dropout,1,2324
synthetic_form_00224,a02-008,data\synthetic_form_anomalies\images\synthetic_form_00224.png,data\synthetic_form_anomalies\masks\synthetic_form_00224_mask.png,thickening,1,3501
synthetic_form_00225,f04-079,data\synthetic_form_anomalies\images\synthetic_form_00225.png,data\synthetic_form_anomalies\masks\synthetic_form_00225_mask.png,thinning,1,2675
synthetic_form_00226,j06-030,data\synthetic_form_anomalies\images\synthetic_form_00226.png,data\synthetic_form_anomalies\masks\synthetic_form_00226_mask.png,blur,1,3372
synthetic_form_00227,h02-043,data\synthetic_form_anomalies\images\synthetic_form_00227.png,data\synthetic_form_anomalies\masks\synthetic_form_00227_mask.png,blur,1,2272
synthetic_form_00228,b03-104,data\synthetic_form_anomalies\images\synthetic_form_00228.png,data\synthetic_form_anomalies\masks\synthetic_form_00228_mask.png,thinning,1,1555
synthetic_form_00229,k04-119,data\synthetic_form_anomalies\images\synthetic_form_00229.png,data\synthetic_form_anomalies\masks\synthetic_form_00229_mask.png,thickening,1,1867
synthetic_form_00230,k02-023,data\synthetic_form_anomalies\images\synthetic_form_00230.png,data\synthetic_form_anomalies\masks\synthetic_form_00230_mask.png,blur,1,11512
synthetic_form_00231,l04-071,data\synthetic_form_anomalies\images\synthetic_form_00231.png,data\synthetic_form_anomalies\masks\synthetic_form_00231_mask.png,thickening,1,19721
synthetic_form_00232,d04-071,data\synthetic_form_anomalies\images\synthetic_form_00232.png,data\synthetic_form_anomalies\masks\synthetic_form_00232_mask.png,blur,1,8014
synthetic_form_00233,m01-115,data\synthetic_form_anomalies\images\synthetic_form_00233.png,data\synthetic_form_anomalies\masks\synthetic_form_00233_mask.png,dropout,1,6885
synthetic_form_00234,p02-121,data\synthetic_form_anomalies\images\synthetic_form_00234.png,data\synthetic_form_anomalies\masks\synthetic_form_00234_mask.png,thickening,1,8676
synthetic_form_00235,a02-111,data\synthetic_form_anomalies\images\synthetic_form_00235.png,data\synthetic_form_anomalies\masks\synthetic_form_00235_mask.png,thickening,1,12464
synthetic_form_00236,d04-081,data\synthetic_form_anomalies\images\synthetic_form_00236.png,data\synthetic_form_anomalies\masks\synthetic_form_00236_mask.png,dropout,1,1625
synthetic_form_00237,g06-089,data\synthetic_form_anomalies\images\synthetic_form_00237.png,data\synthetic_form_anomalies\masks\synthetic_form_00237_mask.png,dropout,1,13823
synthetic_form_00238,l04-102,data\synthetic_form_anomalies\images\synthetic_form_00238.png,data\synthetic_form_anomalies\masks\synthetic_form_00238_mask.png,dropout,1,3769
synthetic_form_00239,n02-040,data\synthetic_form_anomalies\images\synthetic_form_00239.png,data\synthetic_form_anomalies\masks\synthetic_form_00239_mask.png,dropout,1,21549
synthetic_form_00240,e04-043,data\synthetic_form_anomalies\images\synthetic_form_00240.png,data\synthetic_form_anomalies\masks\synthetic_form_00240_mask.png,thinning,1,14912
synthetic_form_00241,g06-047p,data\synthetic_form_anomalies\images\synthetic_form_00241.png,data\synthetic_form_anomalies\masks\synthetic_form_00241_mask.png,thickening,1,4642
synthetic_form_00242,g04-022,data\synthetic_form_anomalies\images\synthetic_form_00242.png,data\synthetic_form_anomalies\masks\synthetic_form_00242_mask.png,thickening,1,7277
synthetic_form_00243,e04-015,data\synthetic_form_anomalies\images\synthetic_form_00243.png,data\synthetic_form_anomalies\masks\synthetic_form_00243_mask.png,thickening,1,9097
synthetic_form_00244,c06-052,data\synthetic_form_anomalies\images\synthetic_form_00244.png,data\synthetic_form_anomalies\masks\synthetic_form_00244_mask.png,thickening,1,16693
synthetic_form_00245,f07-019b,data\synthetic_form_anomalies\images\synthetic_form_00245.png,data\synthetic_form_anomalies\masks\synthetic_form_00245_mask.png,thinning,1,4395
synthetic_form_00246,k04-093,data\synthetic_form_anomalies\images\synthetic_form_00246.png,data\synthetic_form_anomalies\masks\synthetic_form_00246_mask.png,thinning,1,20134
synthetic_form_00247,b06-064,data\synthetic_form_anomalies\images\synthetic_form_00247.png,data\synthetic_form_anomalies\masks\synthetic_form_00247_mask.png,blur,1,2444
synthetic_form_00248,b06-042,data\synthetic_form_anomalies\images\synthetic_form_00248.png,data\synthetic_form_anomalies\masks\synthetic_form_00248_mask.png,thinning,1,16064
synthetic_form_00249,n02-146,data\synthetic_form_anomalies\images\synthetic_form_00249.png,data\synthetic_form_anomalies\masks\synthetic_form_00249_mask.png,thickening,1,2364
synthetic_form_00250,d04-121,data\synthetic_form_anomalies\images\synthetic_form_00250.png,data\synthetic_form_anomalies\masks\synthetic_form_00250_mask.png,thinning,1,1544
synthetic_form_00251,a03-040,data\synthetic_form_anomalies\images\synthetic_form_00251.png,data\synthetic_form_anomalies\masks\synthetic_form_00251_mask.png,thickening,1,19216
synthetic_form_00252,a04-043,data\synthetic_form_anomalies\images\synthetic_form_00252.png,data\synthetic_form_anomalies\masks\synthetic_form_00252_mask.png,thickening,1,4661
synthetic_form_00253,h07-040b,data\synthetic_form_anomalies\images\synthetic_form_00253.png,data\synthetic_form_anomalies\masks\synthetic_form_00253_mask.png,blur,1,4778
synthetic_form_00254,g07-003a,data\synthetic_form_anomalies\images\synthetic_form_00254.png,data\synthetic_form_anomalies\masks\synthetic_form_00254_mask.png,dropout,1,2150
synthetic_form_00255,g06-026m,data\synthetic_form_anomalies\images\synthetic_form_00255.png,data\synthetic_form_anomalies\masks\synthetic_form_00255_mask.png,dropout,1,5658
synthetic_form_00256,p03-103,data\synthetic_form_anomalies\images\synthetic_form_00256.png,data\synthetic_form_anomalies\masks\synthetic_form_00256_mask.png,blur,1,2322
synthetic_form_00257,m01-095,data\synthetic_form_anomalies\images\synthetic_form_00257.png,data\synthetic_form_anomalies\masks\synthetic_form_00257_mask.png,blur,1,6223
synthetic_form_00258,m03-095,data\synthetic_form_anomalies\images\synthetic_form_00258.png,data\synthetic_form_anomalies\masks\synthetic_form_00258_mask.png,blur,1,12005
synthetic_form_00259,g06-011e,data\synthetic_form_anomalies\images\synthetic_form_00259.png,data\synthetic_form_anomalies\masks\synthetic_form_00259_mask.png,dropout,1,5837
synthetic_form_00260,h07-057a,data\synthetic_form_anomalies\images\synthetic_form_00260.png,data\synthetic_form_anomalies\masks\synthetic_form_00260_mask.png,thickening,1,3036
synthetic_form_00261,n01-057,data\synthetic_form_anomalies\images\synthetic_form_00261.png,data\synthetic_form_anomalies\masks\synthetic_form_00261_mask.png,thinning,1,9529
synthetic_form_00262,f07-039b,data\synthetic_form_anomalies\images\synthetic_form_00262.png,data\synthetic_form_anomalies\masks\synthetic_form_00262_mask.png,thickening,1,7621
synthetic_form_00263,g06-042n,data\synthetic_form_anomalies\images\synthetic_form_00263.png,data\synthetic_form_anomalies\masks\synthetic_form_00263_mask.png,blur,1,5731
synthetic_form_00264,b06-097,data\synthetic_form_anomalies\images\synthetic_form_00264.png,data\synthetic_form_anomalies\masks\synthetic_form_00264_mask.png,thickening,1,2783
synthetic_form_00265,a06-110,data\synthetic_form_anomalies\images\synthetic_form_00265.png,data\synthetic_form_anomalies\masks\synthetic_form_00265_mask.png,thinning,1,2712
synthetic_form_00266,l04-098,data\synthetic_form_anomalies\images\synthetic_form_00266.png,data\synthetic_form_anomalies\masks\synthetic_form_00266_mask.png,thickening,1,3931
synthetic_form_00267,g01-037,data\synthetic_form_anomalies\images\synthetic_form_00267.png,data\synthetic_form_anomalies\masks\synthetic_form_00267_mask.png,thickening,1,4486
synthetic_form_00268,l07-176,data\synthetic_form_anomalies\images\synthetic_form_00268.png,data\synthetic_form_anomalies\masks\synthetic_form_00268_mask.png,thinning,1,3631
synthetic_form_00269,n02-054,data\synthetic_form_anomalies\images\synthetic_form_00269.png,data\synthetic_form_anomalies\masks\synthetic_form_00269_mask.png,blur,1,3708
synthetic_form_00270,k04-110,data\synthetic_form_anomalies\images\synthetic_form_00270.png,data\synthetic_form_anomalies\masks\synthetic_form_00270_mask.png,thinning,1,3486
synthetic_form_00271,k07-059a,data\synthetic_form_anomalies\images\synthetic_form_00271.png,data\synthetic_form_anomalies\masks\synthetic_form_00271_mask.png,thickening,1,11074
synthetic_form_00272,n02-098,data\synthetic_form_anomalies\images\synthetic_form_00272.png,data\synthetic_form_anomalies\masks\synthetic_form_00272_mask.png,thickening,1,2079
synthetic_form_00273,e02-100,data\synthetic_form_anomalies\images\synthetic_form_00273.png,data\synthetic_form_anomalies\masks\synthetic_form_00273_mask.png,blur,1,2105
synthetic_form_00274,g01-019,data\synthetic_form_anomalies\images\synthetic_form_00274.png,data\synthetic_form_anomalies\masks\synthetic_form_00274_mask.png,dropout,1,2657
synthetic_form_00275,a04-096,data\synthetic_form_anomalies\images\synthetic_form_00275.png,data\synthetic_form_anomalies\masks\synthetic_form_00275_mask.png,thickening,1,13465
synthetic_form_00276,j06-026,data\synthetic_form_anomalies\images\synthetic_form_00276.png,data\synthetic_form_anomalies\masks\synthetic_form_00276_mask.png,dropout,1,16832
synthetic_form_00277,f07-046b,data\synthetic_form_anomalies\images\synthetic_form_00277.png,data\synthetic_form_anomalies\masks\synthetic_form_00277_mask.png,blur,1,10572
synthetic_form_00278,k07-185,data\synthetic_form_anomalies\images\synthetic_form_00278.png,data\synthetic_form_anomalies\masks\synthetic_form_00278_mask.png,thinning,1,6977
synthetic_form_00279,n04-075,data\synthetic_form_anomalies\images\synthetic_form_00279.png,data\synthetic_form_anomalies\masks\synthetic_form_00279_mask.png,dropout,1,11508
synthetic_form_00280,h04-049,data\synthetic_form_anomalies\images\synthetic_form_00280.png,data\synthetic_form_anomalies\masks\synthetic_form_00280_mask.png,blur,1,2487
synthetic_form_00281,c06-095,data\synthetic_form_anomalies\images\synthetic_form_00281.png,data\synthetic_form_anomalies\masks\synthetic_form_00281_mask.png,blur,1,1484
synthetic_form_00282,g06-045c,data\synthetic_form_anomalies\images\synthetic_form_00282.png,data\synthetic_form_anomalies\masks\synthetic_form_00282_mask.png,dropout,1,16295
synthetic_form_00283,j04-115,data\synthetic_form_anomalies\images\synthetic_form_00283.png,data\synthetic_form_anomalies\masks\synthetic_form_00283_mask.png,thinning,1,3381
synthetic_form_00284,l07-138,data\synthetic_form_anomalies\images\synthetic_form_00284.png,data\synthetic_form_anomalies\masks\synthetic_form_00284_mask.png,blur,1,4723
synthetic_form_00285,c06-043,data\synthetic_form_anomalies\images\synthetic_form_00285.png,data\synthetic_form_anomalies\masks\synthetic_form_00285_mask.png,blur,1,2431
synthetic_form_00286,f04-087,data\synthetic_form_anomalies\images\synthetic_form_00286.png,data\synthetic_form_anomalies\masks\synthetic_form_00286_mask.png,dropout,1,8774
synthetic_form_00287,c03-021c,data\synthetic_form_anomalies\images\synthetic_form_00287.png,data\synthetic_form_anomalies\masks\synthetic_form_00287_mask.png,thinning,1,16406
synthetic_form_00288,a05-009,data\synthetic_form_anomalies\images\synthetic_form_00288.png,data\synthetic_form_anomalies\masks\synthetic_form_00288_mask.png,dropout,1,4412
synthetic_form_00289,a01-063u,data\synthetic_form_anomalies\images\synthetic_form_00289.png,data\synthetic_form_anomalies\masks\synthetic_form_00289_mask.png,dropout,1,1362
synthetic_form_00290,l01-119,data\synthetic_form_anomalies\images\synthetic_form_00290.png,data\synthetic_form_anomalies\masks\synthetic_form_00290_mask.png,blur,1,9624
synthetic_form_00291,b03-104,data\synthetic_form_anomalies\images\synthetic_form_00291.png,data\synthetic_form_anomalies\masks\synthetic_form_00291_mask.png,thinning,1,1323
synthetic_form_00292,n06-169,data\synthetic_form_anomalies\images\synthetic_form_00292.png,data\synthetic_form_anomalies\masks\synthetic_form_00292_mask.png,thickening,1,2069
synthetic_form_00293,g06-045o,data\synthetic_form_anomalies\images\synthetic_form_00293.png,data\synthetic_form_anomalies\masks\synthetic_form_00293_mask.png,thickening,1,9419
synthetic_form_00294,f02-003,data\synthetic_form_anomalies\images\synthetic_form_00294.png,data\synthetic_form_anomalies\masks\synthetic_form_00294_mask.png,thinning,1,2741
synthetic_form_00295,h07-071a,data\synthetic_form_anomalies\images\synthetic_form_00295.png,data\synthetic_form_anomalies\masks\synthetic_form_00295_mask.png,thinning,1,6936
synthetic_form_00296,g01-022,data\synthetic_form_anomalies\images\synthetic_form_00296.png,data\synthetic_form_anomalies\masks\synthetic_form_00296_mask.png,thinning,1,3427
synthetic_form_00297,b06-053,data\synthetic_form_anomalies\images\synthetic_form_00297.png,data\synthetic_form_anomalies\masks\synthetic_form_00297_mask.png,thinning,1,2443
synthetic_form_00298,c03-021f,data\synthetic_form_anomalies\images\synthetic_form_00298.png,data\synthetic_form_anomalies\masks\synthetic_form_00298_mask.png,dropout,1,7907
synthetic_form_00299,n04-195,data\synthetic_form_anomalies\images\synthetic_form_00299.png,data\synthetic_form_anomalies\masks\synthetic_form_00299_mask.png,blur,1,14734
synthetic_form_00300,m04-012,data\synthetic_form_anomalies\images\synthetic_form_00300.png,data\synthetic_form_anomalies\masks\synthetic_form_00300_mask.png,thickening,1,1438
synthetic_form_00301,g06-047k,data\synthetic_form_anomalies\images\synthetic_form_00301.png,data\synthetic_form_anomalies\masks\synthetic_form_00301_mask.png,thickening,1,4034
synthetic_form_00302,h07-063b,data\synthetic_form_anomalies\images\synthetic_form_00302.png,data\synthetic_form_anomalies\masks\synthetic_form_00302_mask.png,dropout,1,15612
synthetic_form_00303,a02-046,data\synthetic_form_anomalies\images\synthetic_form_00303.png,data\synthetic_form_anomalies\masks\synthetic_form_00303_mask.png,thickening,1,11855
synthetic_form_00304,a06-064,data\synthetic_form_anomalies\images\synthetic_form_00304.png,data\synthetic_form_anomalies\masks\synthetic_form_00304_mask.png,dropout,1,7428
synthetic_form_00305,g07-022b,data\synthetic_form_anomalies\images\synthetic_form_00305.png,data\synthetic_form_anomalies\masks\synthetic_form_00305_mask.png,dropout,1,5544
synthetic_form_00306,l01-082,data\synthetic_form_anomalies\images\synthetic_form_00306.png,data\synthetic_form_anomalies\masks\synthetic_form_00306_mask.png,dropout,1,13606
synthetic_form_00307,h07-033,data\synthetic_form_anomalies\images\synthetic_form_00307.png,data\synthetic_form_anomalies\masks\synthetic_form_00307_mask.png,thickening,1,10861
synthetic_form_00308,p03-142,data\synthetic_form_anomalies\images\synthetic_form_00308.png,data\synthetic_form_anomalies\masks\synthetic_form_00308_mask.png,thickening,1,12090
synthetic_form_00309,p03-033,data\synthetic_form_anomalies\images\synthetic_form_00309.png,data\synthetic_form_anomalies\masks\synthetic_form_00309_mask.png,thinning,1,8191
synthetic_form_00310,g04-068,data\synthetic_form_anomalies\images\synthetic_form_00310.png,data\synthetic_form_anomalies\masks\synthetic_form_00310_mask.png,blur,1,4261
synthetic_form_00311,n04-163,data\synthetic_form_anomalies\images\synthetic_form_00311.png,data\synthetic_form_anomalies\masks\synthetic_form_00311_mask.png,thickening,1,3636
synthetic_form_00312,a06-124,data\synthetic_form_anomalies\images\synthetic_form_00312.png,data\synthetic_form_anomalies\masks\synthetic_form_00312_mask.png,blur,1,1828
synthetic_form_00313,d06-086,data\synthetic_form_anomalies\images\synthetic_form_00313.png,data\synthetic_form_anomalies\masks\synthetic_form_00313_mask.png,thinning,1,25829
synthetic_form_00314,a05-099,data\synthetic_form_anomalies\images\synthetic_form_00314.png,data\synthetic_form_anomalies\masks\synthetic_form_00314_mask.png,blur,1,2595
synthetic_form_00315,f02-003,data\synthetic_form_anomalies\images\synthetic_form_00315.png,data\synthetic_form_anomalies\masks\synthetic_form_00315_mask.png,thickening,1,3700
synthetic_form_00316,k04-142,data\synthetic_form_anomalies\images\synthetic_form_00316.png,data\synthetic_form_anomalies\masks\synthetic_form_00316_mask.png,thinning,1,3952
synthetic_form_00317,m06-098,data\synthetic_form_anomalies\images\synthetic_form_00317.png,data\synthetic_form_anomalies\masks\synthetic_form_00317_mask.png,blur,1,1360
synthetic_form_00318,a01-063,data\synthetic_form_anomalies\images\synthetic_form_00318.png,data\synthetic_form_anomalies\masks\synthetic_form_00318_mask.png,thinning,1,8164
synthetic_form_00319,h04-052,data\synthetic_form_anomalies\images\synthetic_form_00319.png,data\synthetic_form_anomalies\masks\synthetic_form_00319_mask.png,thinning,1,8403
synthetic_form_00320,e07-000,data\synthetic_form_anomalies\images\synthetic_form_00320.png,data\synthetic_form_anomalies\masks\synthetic_form_00320_mask.png,thickening,1,18578
synthetic_form_00321,f07-028b,data\synthetic_form_anomalies\images\synthetic_form_00321.png,data\synthetic_form_anomalies\masks\synthetic_form_00321_mask.png,dropout,1,8589
synthetic_form_00322,c01-009,data\synthetic_form_anomalies\images\synthetic_form_00322.png,data\synthetic_form_anomalies\masks\synthetic_form_00322_mask.png,thinning,1,10676
synthetic_form_00323,a02-098,data\synthetic_form_anomalies\images\synthetic_form_00323.png,data\synthetic_form_anomalies\masks\synthetic_form_00323_mask.png,dropout,1,4940
synthetic_form_00324,m01-121,data\synthetic_form_anomalies\images\synthetic_form_00324.png,data\synthetic_form_anomalies\masks\synthetic_form_00324_mask.png,thinning,1,12824
synthetic_form_00325,f01-147,data\synthetic_form_anomalies\images\synthetic_form_00325.png,data\synthetic_form_anomalies\masks\synthetic_form_00325_mask.png,blur,1,8058
synthetic_form_00326,n04-156,data\synthetic_form_anomalies\images\synthetic_form_00326.png,data\synthetic_form_anomalies\masks\synthetic_form_00326_mask.png,blur,1,8574
synthetic_form_00327,g06-011g,data\synthetic_form_anomalies\images\synthetic_form_00327.png,data\synthetic_form_anomalies\masks\synthetic_form_00327_mask.png,thinning,1,7631
synthetic_form_00328,m01-032,data\synthetic_form_anomalies\images\synthetic_form_00328.png,data\synthetic_form_anomalies\masks\synthetic_form_00328_mask.png,thickening,1,20385
synthetic_form_00329,h02-037,data\synthetic_form_anomalies\images\synthetic_form_00329.png,data\synthetic_form_anomalies\masks\synthetic_form_00329_mask.png,thickening,1,3321
synthetic_form_00330,a05-121,data\synthetic_form_anomalies\images\synthetic_form_00330.png,data\synthetic_form_anomalies\masks\synthetic_form_00330_mask.png,dropout,1,1397
synthetic_form_00331,h07-080a,data\synthetic_form_anomalies\images\synthetic_form_00331.png,data\synthetic_form_anomalies\masks\synthetic_form_00331_mask.png,thickening,1,30466
