sample_id,form_id,writer_id,image_path,image_width,image_height,skew,baseline_deviation,word_spacing_cv,character_height_cv,average_word_height,average_word_width,stroke_density,slant_angle,writing_area,connected_component_count,num_lines,num_words,num_components,segmentation_error_count
c04-066,c04-066,163,data/raw/IAM/images/formsA-D/c04-066.png,2479,3542,-30.0,5.43618126666914,0.49612570484697827,0.48730843773648175,58.52873563218391,119.41379310344827,0.033701151366198424,7.888888888888889,0.33182960470436135,314,9,87,316,2
c04-075,c04-075,164,data/raw/IAM/images/formsA-D/c04-075.png,2479,3542,-63.0,10.428982104629581,0.36777429249206184,0.5085498258032959,55.694117647058825,107.17647058823529,0.04599588903453517,-3.857142857142857,0.26794606028869494,325,7,85,324,3
c04-080,c04-080,165,data/raw/IAM/images/formsA-D/c04-080.png,2479,3542,-63.0,6.209746152134177,0.3719586093198309,0.5758873489369134,89.58461538461539,150.73846153846154,0.06680463870636602,-0.42857142857142855,0.26892731240557327,215,7,65,215,0
c04-089,c04-089,166,data/raw/IAM/images/formsA-D/c04-089.png,2479,3542,30.0,10.251488976748863,0.47500920698980864,0.4531400383521005,47.51485148514851,93.78217821782178,0.05387546638451564,4.25,0.28631469903371265,351,8,101,352,3
c04-098,c04-098,166,data/raw/IAM/images/formsA-D/c04-098.png,2479,3542,-30.0,9.813389429285719,0.4504716975272095,0.42691751039655923,52.18292682926829,100.17073170731707,0.06310494847484562,5.571428571428571,0.23219436262914525,313,7,82,311,1
c04-105,c04-105,167,data/raw/IAM/images/formsA-D/c04-105.png,2479,3542,-95.0,6.139431516886393,0.39223323076389444,0.5567776031093111,73.03174603174604,175.25396825396825,0.04757016558775197,33.0,0.3151937597103074,249,8,63,247,0
c04-110,c04-110,168,data/raw/IAM/images/formsA-D/c04-110.png,2479,3542,-30.0,5.119779741792633,0.5307154155683141,0.4066940099364011,38.142857142857146,74.5,0.05368097601112612,-0.5,0.12512513356121402,246,4,70,240,2
c04-116,c04-116,168,data/raw/IAM/images/formsA-D/c04-116.png,2479,3542,-95.0,4.532172943765405,0.4258798990564383,0.4197451416869673,34.96103896103896,65.1038961038961,0.051486910418463004,-1.0,0.12415754790835908,258,4,77,252,0
c04-122,c04-122,164,data/raw/IAM/images/formsA-D/c04-122.png,2479,3542,-30.0,14.280693726138479,0.5385127712253732,0.547714262493793,59.0188679245283,97.80188679245283,0.04630736671045631,0.0,0.32405714495266735,397,8,106,391,4
c04-128,c04-128,165,data/raw/IAM/images/formsA-D/c04-128.png,2479,3542,-95.0,11.996173402430507,0.385549237962662,0.5501146559000495,84.17948717948718,144.46153846153845,0.0669994244209751,-0.75,0.31480392382404065,261,8,78,262,3
c04-134,c04-134,169,data/raw/IAM/images/formsA-D/c04-134.png,2479,3542,-30.0,14.392897720818413,0.4368144574807037,0.5805326479153055,59.506493506493506,98.97402597402598,0.03698940635147639,13.571428571428571,0.25132559006666727,266,7,77,250,4
c04-139,c04-139,169,data/raw/IAM/images/formsA-D/c04-139.png,2479,3542,-127.0,7.487206745714742,0.3868228492148994,0.5476790361261269,65.03896103896103,129.62337662337663,0.042988509900274606,14.428571428571429,0.2773709094280152,307,7,77,284,0
c04-144,c04-144,170,data/raw/IAM/images/formsA-D/c04-144.png,2479,3542,-63.0,11.483680632911902,0.43232907534857584,0.6206260075828828,75.67948717948718,171.4102564102564,0.05622697228868225,-11.25,0.35086357247291705,246,8,78,236,2
c04-150,c04-150,170,data/raw/IAM/images/formsA-D/c04-150.png,2479,3542,-95.0,9.511854435128553,0.4216347409143819,0.6399050267500553,69.61728395061728,150.12345679012347,0.0567395593097891,-11.75,0.33199360227264185,224,8,81,222,2
c04-156,c04-156,171,data/raw/IAM/images/formsA-D/c04-156.png,2479,3542,-63.0,23.912301609386052,0.3844166910290225,0.7796832010086245,97.59615384615384,153.26923076923077,0.06062998529098997,8.142857142857142,0.25488912056076235,121,7,52,129,0
c04-160,c04-160,171,data/raw/IAM/images/formsA-D/c04-160.png,2479,3542,-159.0,18.077697658057424,0.4078308985650187,0.7981301021228839,93.47619047619048,150.6547619047619,0.06019691346641464,11.6,0.39525236150803966,262,10,84,271,4
c04-165,c04-165,172,data/raw/IAM/images/formsA-D/c04-165.png,2479,3542,-95.0,9.01615980463406,0.4892652412187468,0.5709770174557419,70.0,151.49397590361446,0.05179649546294995,-5.888888888888889,0.33063823070312365,342,9,83,351,4
c04-170,c04-170,172,data/raw/IAM/images/formsA-D/c04-170.png,2479,3542,-159.0,4.244687374248787,0.367838957784434,0.6391424914726586,73.41666666666667,179.83333333333334,0.0548634961289947,-4.2,0.16434332982029284,153,5,36,155,0
c06-000,c06-000,130,data/raw/IAM/images/formsA-D/c06-000.png,2479,3542,63.0,15.174830163708066,0.3498343502633729,0.6518804925798637,79.63333333333334,148.15,0.05313945610817617,37.857142857142854,0.26628102942184706,125,7,60,108,0
c06-005,c06-005,125,data/raw/IAM/images/formsA-D/c06-005.png,2479,3542,63.0,16.755080464146257,0.33865075072677353,0.6155303521674781,97.91780821917808,167.32876712328766,0.062292582621808756,6.333333333333333,0.34317037821255864,154,9,73,141,0
c06-011,c06-011,173,data/raw/IAM/images/formsA-D/c06-011.png,2479,3542,127.0,8.823994955604691,0.3916726259351636,0.4054940432520805,69.92857142857143,176.4142857142857,0.0796846280930272,32.333333333333336,0.34302095820590306,185,9,70,175,0
c06-014,c06-014,129,data/raw/IAM/images/formsA-D/c06-014.png,2479,3542,159.0,18.791068588674186,0.4160020013287154,0.5490027691983744,127.17105263157895,194.96052631578948,0.0678912702031717,1.6,0.4495583340489246,239,10,76,242,9
c06-020,c06-020,125,data/raw/IAM/images/formsA-D/c06-020.png,2479,3542,63.0,15.768767493197709,0.4584487473561961,0.5789081710857191,88.63513513513513,130.35135135135135,0.06087566626241434,8.5,0.2983447178774888,166,8,74,155,2
c06-027,c06-027,128,data/raw/IAM/images/formsA-D/c06-027.png,2479,3542,190.0,10.301801872143148,0.37992335793090465,0.39891290778510324,87.65822784810126,149.0506329113924,0.0780170345444681,-6.0,0.3052138243572377,206,8,79,200,2
c06-031,c06-031,130,data/raw/IAM/images/formsA-D/c06-031.png,2479,3542,63.0,18.13656838940392,0.47999533929367333,0.7069528980098195,78.02816901408451,138.92957746478874,0.05336722482357746,37.5,0.28778019952581924,143,8,71,122,2
c06-039,c06-039,123,data/raw/IAM/images/formsA-D/c06-039.png,2479,3542,95.0,10.357519855520946,0.3622338011879627,0.49444836518416796,49.72222222222222,142.0,0.05225555136697363,26.5,0.27280551323380653,173,8,72,168,0
c06-043,c06-043,133,data/raw/IAM/images/formsA-D/c06-043.png,2479,3542,159.0,7.494549323927657,0.3105903678618062,0.4331346471224396,59.56923076923077,204.92307692307693,0.044724947550290016,17.6,0.3838964410022165,231,10,65,222,1
c06-047,c06-047,132,data/raw/IAM/images/formsA-D/c06-047.png,2479,3542,222.0,20.54529311669594,0.6033531993379135,0.5993661878210012,97.10958904109589,163.84931506849315,0.07151161969871749,35.0,0.2742674832227071,196,7,73,161,2
c06-052,c06-052,126,data/raw/IAM/images/formsA-D/c06-052.png,2479,3542,286.0,10.609474501407416,0.35514498978384373,0.5518009127442653,72.98571428571428,136.15714285714284,0.06282633979757653,-2.4285714285714284,0.24851986500266837,227,7,70,221,3
c06-058,c06-058,131,data/raw/IAM/images/formsA-D/c06-058.png,2479,3542,95.0,6.708166191700776,0.3613749597151368,0.41650650118398014,68.59016393442623,161.7704918032787,0.058157173965549994,16.714285714285715,0.23859117888968634,216,7,61,218,0
c06-076,c06-076,128,data/raw/IAM/images/formsA-D/c06-076.png,2479,3542,222.0,8.304542596672496,0.38248957850790444,0.4616875085717364,91.82222222222222,173.6888888888889,0.07935081291504466,-6.4,0.3978763226005277,283,10,90,273,2
c06-080,c06-080,133,data/raw/IAM/images/formsA-D/c06-080.png,2479,3542,190.0,6.74739819407328,0.40721629052152053,0.4734038222016443,69.64788732394366,205.38028169014083,0.045049788987193064,17.8,0.4176330185415195,245,10,71,233,2
c06-083,c06-083,174,data/raw/IAM/images/formsA-D/c06-083.png,2479,3542,127.0,5.152601314991497,0.25391991783001333,0.5452327002635192,86.73170731707317,150.3780487804878,0.058478581238777395,15.222222222222221,0.34528640239217784,271,9,82,267,0
c06-087,c06-087,126,data/raw/IAM/images/formsA-D/c06-087.png,2479,3542,286.0,11.168146938395484,0.4019274527294859,0.5267572714626528,73.07692307692308,124.8974358974359,0.06079019529064304,-5.75,0.2786433711157916,247,8,78,222,3
c06-091,c06-091,132,data/raw/IAM/images/formsA-D/c06-091.png,2479,3542,286.0,19.617547391215457,0.5099361892531555,0.6431369497620536,90.73611111111111,133.11111111111111,0.0682277118421001,33.333333333333336,0.23191169459826178,191,6,72,149,2
c06-095,c06-095,131,data/raw/IAM/images/formsA-D/c06-095.png,2479,3542,95.0,9.854728268709096,0.3093082065943291,0.41608635270053285,66.40579710144928,151.47826086956522,0.051351471025448014,17.75,0.288065373075107,230,8,69,223,1
c06-100,c06-100,123,data/raw/IAM/images/formsA-D/c06-100.png,2479,3542,95.0,11.548792474936933,0.35037682006248094,0.4974475153254209,49.3125,133.2375,0.04954146920940661,23.75,0.2860773581085067,171,8,80,158,1
c06-103,c06-103,129,data/raw/IAM/images/formsA-D/c06-103.png,2479,3542,190.0,11.934250610519607,0.4016039455599767,0.51302580014592,140.3134328358209,198.55223880597015,0.06704884283061262,1.4,0.4067057694572295,197,10,67,197,5
c06-106,c06-106,127,data/raw/IAM/images/formsA-D/c06-106.png,2479,3542,159.0,8.32774863198908,0.3552936715185067,0.5454764108422423,67.3,193.925,0.06013418037028761,-6.636363636363637,0.3919413189367764,178,11,80,170,4
c06-111,c06-111,124,data/raw/IAM/images/formsA-D/c06-111.png,2479,3542,286.0,7.967632676400089,0.20843896730595918,0.5718933187746701,77.7258064516129,182.90322580645162,0.049912451361867706,-4.75,0.3161053128606665,232,8,62,237,0
c06-116,c06-116,133,data/raw/IAM/images/formsA-D/c06-116.png,2479,3542,159.0,4.916058643047735,0.3626467852907905,0.45193887347415834,63.721518987341774,196.73417721518987,0.04465533268322275,18.636363636363637,0.4295444808098929,280,11,79,276,1
c06-128,c06-128,128,data/raw/IAM/images/formsA-D/c06-128.png,2479,3542,222.0,6.10737922669642,0.3069821375531446,0.40378202705102223,92.81159420289855,202.1304347826087,0.07550021433888447,-6.777777777777778,0.3679541690573488,225,9,69,224,1
c06-138,c06-138,129,data/raw/IAM/images/formsA-D/c06-138.png,2479,3542,159.0,12.032783538967363,0.2679341883790245,0.5192950847951405,146.11111111111111,261.55555555555554,0.06542079561966711,2.090909090909091,0.4259785586845937,193,11,54,195,5
d01-016,d01-016,175,data/raw/IAM/images/formsA-D/d01-016.png,2479,3542,127.0,5.989149312335063,0.3834480579281911,0.6931543775859861,65.62962962962963,108.81481481481481,0.05551220177439029,25.0,0.1352867189985944,220,4,54,207,0
d01-019,d01-019,175,data/raw/IAM/images/formsA-D/d01-019.png,2479,3542,159.0,5.467824786382876,0.4914940057582813,0.6604616426779234,58.2247191011236,105.20224719101124,0.05558154341922322,28.0,0.21035148095498518,282,6,89,266,0
d01-024,d01-024,176,data/raw/IAM/images/formsA-D/d01-024.png,2479,3542,127.0,3.9098861092397765,0.2536530788356284,0.39155353333300164,62.66153846153846,170.43076923076924,0.040438147398499824,-5.0,0.4304423674962286,224,9,65,208,1
d01-049,d01-049,177,data/raw/IAM/images/formsA-D/d01-049.png,2479,3542,159.0,5.284137458045238,0.2531589888105226,0.40857702997511175,76.22368421052632,146.82894736842104,0.06881672154045695,16.11111111111111,0.30591969722404505,261,9,76,258,1
d01-052,d01-052,177,data/raw/IAM/images/formsA-D/d01-052.png,2479,3542,159.0,4.14584854035102,0.23626924310603478,0.4390350170936191,84.98360655737704,172.18032786885246,0.06918085155823857,13.75,0.27936097436421903,243,8,61,232,0
d01-056,d01-056,178,data/raw/IAM/images/formsA-D/d01-056.png,2479,3542,127.0,5.840640981915506,0.2685244857068079,0.48483267804287533,68.55555555555556,154.4814814814815,0.04006446205653077,3.4,0.35030768904876625,289,10,81,281,1
d01-060,d01-060,178,data/raw/IAM/images/formsA-D/d01-060.png,2479,3542,95.0,7.389561835099419,0.22367030026372778,0.4735374097781282,76.08450704225352,192.1549295774648,0.04105802725735576,2.6,0.37610655650889263,295,10,71,294,0
d01-080,d01-080,179,data/raw/IAM/images/formsA-D/d01-080.png,2479,3542,159.0,12.267421905508066,0.3942904668229311,0.47436912574398166,68.85714285714286,140.9090909090909,0.07180768416121557,-15.75,0.29465397538077615,181,8,77,172,0
d01-085,d01-085,179,data/raw/IAM/images/formsA-D/d01-085.png,2479,3542,30.0,8.3935791633369,0.39380794663144103,0.45275651941543044,64.27777777777777,139.27777777777777,0.07526646018161758,-16.142857142857142,0.24834538981196996,180,7,72,174,2
d01-098,d01-098,180,data/raw/IAM/images/formsA-D/d01-098.png,2479,3542,127.0,5.759339221301695,0.22863887113033143,0.5314163912149155,52.329268292682926,110.86585365853658,0.039912326910721774,-4.5,0.2756474544274674,236,8,82,224,3
d01-104,d01-104,180,data/raw/IAM/images/formsA-D/d01-104.png,2479,3542,0.0,8.083046992063798,0.35940231041115583,0.5287999758606808,57.55172413793103,124.89655172413794,0.04375226291802921,-5.444444444444445,0.3170637875375059,294,9,87,285,1
d01-118,d01-118,181,data/raw/IAM/images/formsA-D/d01-118.png,2479,3542,63.0,10.494642259424227,0.37644869270165354,0.5018368292043147,78.28985507246377,143.7536231884058,0.0840996031421324,18.428571428571427,0.26722857092746777,129,7,69,122,0
d01-123,d01-123,181,data/raw/IAM/images/formsA-D/d01-123.png,2479,3542,-30.0,11.810472633369576,0.3448250948717084,0.5465008876791382,76.5657894736842,146.5,0.06864509927049174,14.75,0.29380847680653,184,8,76,177,0
d03-112,d03-112,182,data/raw/IAM/images/formsA-D/d03-112.png,2479,3542,159.0,4.058368437155453,0.2869266449633992,0.6076847322834394,65.1304347826087,159.2463768115942,0.03875390108888788,36.55555555555556,0.3199629001056645,304,9,69,285,0
d03-117,d03-117,183,data/raw/IAM/images/formsA-D/d03-117.png,2479,3542,127.0,9.92452754928388,0.40749740074719404,0.6085222922290302,85.49333333333334,175.01333333333332,0.05987390388144925,26.11111111111111,0.335078920413119,378,9,75,323,1
d04-005,d04-005,184,data/raw/IAM/images/formsA-D/d04-005.png,2479,3542,63.0,7.557298778938479,0.4091759327276393,0.5211211326929185,68.80281690140845,145.92957746478874,0.04592021777147727,-10.25,0.2819835688103047,270,8,71,258,2
d04-008,d04-008,184,data/raw/IAM/images/formsA-D/d04-008.png,2479,3542,-30.0,5.872858085737346,0.37503022870687297,0.5232353822879127,61.11666666666667,138.21666666666667,0.043232850496446776,-13.666666666666666,0.21756737395932724,258,6,60,249,0
d04-012,d04-012,185,data/raw/IAM/images/formsA-D/d04-012.png,2479,3542,-63.0,10.070237030781648,0.4078893970213302,0.6011856778479729,67.06666666666666,123.9888888888889,0.030758455420903916,-4.2727272727272725,0.38000468759716,329,11,90,322,3
d04-016,d04-016,185,data/raw/IAM/images/formsA-D/d04-016.png,2479,3542,-63.0,3.8876155345871615,0.3484871795761235,0.6081761393157068,70.5223880597015,147.71641791044777,0.03264025512321411,-4.777777777777778,0.3026954366993303,275,9,67,267,4
d04-021,d04-021,186,data/raw/IAM/images/formsA-D/d04-021.png,2479,3542,-30.0,5.053142472238488,0.3733213305084854,0.45987786784309276,49.83783783783784,118.29729729729729,0.037194385608547036,0.75,0.27943625380354775,283,8,74,280,0
d04-028,d04-028,186,data/raw/IAM/images/formsA-D/d04-028.png,2479,3542,-63.0,12.300459513545425,0.5043998372475438,0.4912853694479102,53.325581395348834,96.6046511627907,0.04427760327149884,-1.2857142857142858,0.24020234111084207,268,7,86,266,3
d04-032,d04-032,187,data/raw/IAM/images/formsA-D/d04-032.png,2479,3542,-30.0,11.17432502750154,0.37460702163143367,0.5366793731836662,92.15841584158416,130.68316831683168,0.05829879139702542,2.6363636363636362,0.4006490203764701,337,11,101,348,3
d04-037,d04-037,187,data/raw/IAM/images/formsA-D/d04-037.png,2479,3542,0.0,13.520353528168666,0.4682426180940024,0.4831053002576476,91.46268656716418,119.38805970149254,0.05715521007791451,13.285714285714286,0.25024206724401404,249,7,67,235,3
d04-047,d04-047,188,data/raw/IAM/images/formsA-D/d04-047.png,2479,3542,-30.0,5.211287502705495,0.35443446971274506,0.3991169614873777,48.63768115942029,157.8840579710145,0.04293359069879228,-4.333333333333333,0.3032679476547095,291,9,69,290,1
d04-050,d04-050,189,data/raw/IAM/images/formsA-D/d04-050.png,2479,3542,-30.0,6.824503416681387,0.312132714179173,0.4997685025958004,57.609375,124.375,0.039716617210682495,-1.3333333333333333,0.23027991879387077,279,6,64,277,1
d04-053,d04-053,188,data/raw/IAM/images/formsA-D/d04-053.png,2479,3542,-63.0,5.925646280726096,0.4126928523165434,0.41370385595977377,49.29,138.54,0.0437992047183155,-5.363636363636363,0.4054093914574122,371,11,100,373,3
d04-058,d04-058,190,data/raw/IAM/images/formsA-D/d04-058.png,2479,3542,0.0,6.591653260372101,0.3825678102139368,0.4753608057336605,49.4375,110.925,0.034618481650975017,-5.285714285714286,0.25005620333329615,297,7,80,292,5
d04-062,d04-062,190,data/raw/IAM/images/formsA-D/d04-062.png,2479,3542,0.0,6.361648009823416,0.3034922122360125,0.47443573261566896,49.16129032258065,105.54838709677419,0.038073614574253144,-3.4,0.16853825095226782,217,5,62,213,2
d04-066,d04-066,191,data/raw/IAM/images/formsA-D/d04-066.png,2479,3542,-30.0,9.825681194589901,0.34495623099996864,0.5315176768670532,86.9090909090909,141.8181818181818,0.06165519130714519,7.2,0.400751291082245,318,10,99,320,4
d04-071,d04-071,192,data/raw/IAM/images/formsA-D/d04-071.png,2479,3542,-63.0,11.173490486550643,0.4030229144102091,0.5080998318707449,91.07575757575758,148.0151515151515,0.056581855599699145,5.75,0.2961755083753786,224,8,66,213,1
d04-075,d04-075,192,data/raw/IAM/images/formsA-D/d04-075.png,2479,3542,-30.0,11.246871563146538,0.4364882391487108,0.5489015807294606,93.01075268817205,140.58064516129033,0.0606308676631238,5.8,0.3764553930030893,295,10,93,283,2
d04-081,d04-081,193,data/raw/IAM/images/formsA-D/d04-081.png,2479,3542,-30.0,18.666450447003957,0.3978695881559609,0.6270125562692044,73.23188405797102,161.69565217391303,0.05798495316783458,3.2222222222222223,0.3055090199801426,122,9,69,106,1
d04-086,d04-086,194,data/raw/IAM/images/formsA-D/d04-086.png,2479,3542,0.0,4.264961795577849,0.32848397942612323,0.3945929497978468,48.76829268292683,110.6829268292683,0.04323791054243333,-4.142857142857143,0.26285666908639005,270,7,82,266,2
d04-089,d04-089,194,data/raw/IAM/images/formsA-D/d04-089.png,2479,3542,-63.0,3.0689142466016643,0.3906472313552226,0.4785782694097107,51.49411764705882,132.09411764705882,0.04602963796835557,-5.75,0.2937907104032996,326,8,85,330,3
d04-096,d04-096,195,data/raw/IAM/images/formsA-D/d04-096.png,2479,3542,30.0,4.43521967083212,0.36743313286423723,0.41186389177156835,49.73118279569893,112.76344086021506,0.04569899581534637,-18.75,0.27563800178985126,320,8,93,318,3
d04-101,d04-101,195,data/raw/IAM/images/formsA-D/d04-101.png,2479,3542,0.0,7.41583293007085,0.45859243137612826,0.46752680038261135,51.986486486486484,109.58108108108108,0.048633971819860844,-23.0,0.19608870355139013,244,6,74,237,1
d04-111,d04-111,196,data/raw/IAM/images/formsA-D/d04-111.png,2479,3542,63.0,5.530051027863973,0.5016608102029967,0.4328872383833574,64.73529411764706,175.5686274509804,0.05637634702641387,-6.0,0.449790663937322,430,12,102,428,4
d04-117,d04-117,197,data/raw/IAM/images/formsA-D/d04-117.png,2479,3542,-30.0,5.898541165946145,0.370565836673562,0.46507697788964014,41.9375,125.9625,0.03252960217833576,-6.5,0.27956096028776106,345,8,80,344,2
d04-121,d04-121,197,data/raw/IAM/images/formsA-D/d04-121.png,2479,3542,-30.0,3.666783361330365,0.2919339074004082,0.4743276503705648,41.626666666666665,123.42666666666666,0.03607731476040083,-6.428571428571429,0.2403047257038172,335,7,75,340,3
d04-125,d04-125,198,data/raw/IAM/images/formsA-D/d04-125.png,2479,3542,-63.0,9.298217711223733,0.4321690834944823,0.5046031485218443,57.17948717948718,99.35897435897436,0.05793408391486006,-13.333333333333334,0.21604606873912519,250,6,78,241,1
d04-131,d04-131,198,data/raw/IAM/images/formsA-D/d04-131.png,2479,3542,0.0,8.370353837100675,0.37845028513755036,0.4759134157081332,63.78481012658228,104.54430379746836,0.05382227266966576,-14.428571428571429,0.246222532400339,243,7,79,239,1
d05-008,d05-008,199,data/raw/IAM/images/formsA-D/d05-008.png,2479,3542,-159.0,7.193933551188273,0.31322211422023294,0.4907541865949843,65.95522388059702,158.86567164179104,0.055362929880850655,22.0,0.282545032707265,194,8,67,189,0
d05-013,d05-013,200,data/raw/IAM/images/formsA-D/d05-013.png,2479,3542,63.0,11.212744085309673,0.3591413735040603,0.7848803867652524,81.5632183908046,105.20689655172414,0.0425358809408967,-0.5555555555555556,0.32489376032529826,278,9,87,263,6
d05-021,d05-021,199,data/raw/IAM/images/formsA-D/d05-021.png,2479,3542,-159.0,11.37859728166406,0.34557776146255664,0.5497367240629653,60.30232558139535,159.5,0.07203629458700966,17.444444444444443,0.33329054970846017,181,9,86,170,4
d05-025,d05-025,199,data/raw/IAM/images/formsA-D/d05-025.png,2479,3542,-191.0,9.486187703584102,0.25914948247271663,0.4910258798396847,74.91891891891892,185.06756756756758,0.0570308828804386,22.2,0.3727466563287459,167,10,74,152,0
d05-030,d05-030,199,data/raw/IAM/images/formsA-D/d05-030.png,2479,3542,-127.0,6.589991479322353,0.300246248912689,0.5536758018865015,62.61538461538461,169.21794871794873,0.05311163282264766,21.88888888888889,0.35291080878361863,220,9,78,204,0
d05-040,d05-040,201,data/raw/IAM/images/formsA-D/d05-040.png,2479,3542,-159.0,9.667635489723553,0.34902796570607003,0.6016560664213558,74.58730158730158,122.25396825396825,0.057115893564204094,12.666666666666666,0.2164969481646964,125,6,63,121,1
d06-000,d06-000,202,data/raw/IAM/images/formsA-D/d06-000.png,2479,3542,255.0,5.270844067300371,0.3307076494386644,0.3730573021442108,54.23456790123457,159.8641975308642,0.04870026905739304,-5.0,0.36199092136794925,314,10,81,314,0
d06-003,d06-003,203,data/raw/IAM/images/formsA-D/d06-003.png,2479,3542,191.0,11.870853725625667,0.2883635321705763,0.5885672510014683,68.78571428571429,87.33333333333333,0.05970503987656281,23.571428571428573,0.2395892863121935,240,7,84,230,0
d06-008,d06-008,173,data/raw/IAM/images/formsA-D/d06-008.png,2479,3542,222.0,7.824568028998366,0.3282492814046959,0.40012590254359826,68.15584415584415,175.03896103896105,0.07722586124115617,30.6,0.39493974114350494,203,10,77,200,0
d06-011,d06-011,204,data/raw/IAM/images/formsA-D/d06-011.png,2479,3542,127.0,18.857180100791048,0.39248429335595547,0.6811136247784098,95.71830985915493,209.49295774647888,0.07416043241871591,33.6,0.38776860580883943,172,10,71,136,0
d06-015,d06-015,174,data/raw/IAM/images/formsA-D/d06-015.png,2479,3542,159.0,7.851210765837146,0.31519360368526966,0.5388271923716131,72.63076923076923,107.67692307692307,0.05218765410656188,12.333333333333334,0.22031911649043381,154,6,65,149,0
d06-020,d06-020,173,data/raw/IAM/images/formsA-D/d06-020.png,2479,3542,191.0,8.963842285878531,0.3384113562468334,0.3696833144547247,67.1951219512195,164.3658536585366,0.08071930773391023,31.0,0.379039379688309,223,10,82,216,0
d06-025,d06-025,205,data/raw/IAM/images/formsA-D/d06-025.png,2479,3542,127.0,16.946250126742232,0.5156131320551449,0.5391046714873668,97.04615384615384,173.92307692307693,0.06972458281814554,29.25,0.2959435201485818,170,8,65,171,3
d06-027,d06-027,206,data/raw/IAM/images/formsA-D/d06-027.png,2479,3542,63.0,7.647609233934662,0.43814439529069776,0.5392213137403199,66.85714285714286,164.02857142857144,0.05179644051891869,35.25,0.3222261804351357,201,8,70,181,1
d06-030,d06-030,174,data/raw/IAM/images/formsA-D/d06-030.png,2479,3542,127.0,12.505344573044917,0.4419960152114219,0.6153573522257013,77.15873015873017,118.22222222222223,0.054386792476832944,15.0,0.22380918974040323,163,6,63,150,1
d06-037,d06-037,207,data/raw/IAM/images/formsA-D/d06-037.png,2479,3542,63.0,10.888157354183841,0.2690499284045025,0.4374885847932521,86.41538461538461,207.0,0.08716890970051679,-16.75,0.29667091769622594,180,8,65,174,0
d06-041,d06-041,208,data/raw/IAM/images/formsA-D/d06-041.png,2479,3542,159.0,4.344222326288953,0.4148963342326798,0.5427077758051462,81.10606060606061,198.25757575757575,0.07965928693793985,45.0,0.28619454803750716,301,8,66,300,0
d06-046,d06-046,173,data/raw/IAM/images/formsA-D/d06-046.png,2479,3542,159.0,9.013080571577442,0.4156300254741504,0.4299412612861891,67.40229885057471,164.26436781609195,0.0869290668052278,31.4,0.37874418406540405,241,10,87,238,2
d06-050,d06-050,174,data/raw/IAM/images/formsA-D/d06-050.png,2479,3542,222.0,10.427798722233169,0.3374647712779005,0.5773350690907036,77.3974358974359,114.12820512820512,0.05673002448810208,14.428571428571429,0.254673190429193,195,7,78,186,0
d06-056,d06-056,206,data/raw/IAM/images/formsA-D/d06-056.png,2479,3542,63.0,7.649310675367648,0.3584743069262647,0.579474235829512,70.46666666666667,179.6,0.05299769452156233,35.666666666666664,0.3580404021675923,228,9,75,213,2
d06-060,d06-060,208,data/raw/IAM/images/formsA-D/d06-060.png,2479,3542,95.0,4.7321284052306885,0.4015546778560383,0.5298210312245741,94.25,223.78947368421052,0.08154910477798535,45.0,0.38203814355663807,396,10,76,388,0
d06-063,d06-063,173,data/raw/IAM/images/formsA-D/d06-063.png,2479,3542,127.0,9.760848255992954,0.4486345806222479,0.4253908572702475,67.56989247311827,261.97849462365593,0.08791276229790161,31.363636363636363,0.41383761370782784,255,11,93,239,1
d06-067,d06-067,205,data/raw/IAM/images/formsA-D/d06-067.png,2479,3542,95.0,16.297905692664415,0.37700351392040893,0.6174541483525172,99.24657534246575,194.3013698630137,0.05944176524063179,26.6,0.41742711048356734,210,10,73,209,3
d06-072,d06-072,207,data/raw/IAM/images/formsA-D/d06-072.png,2479,3542,30.0,10.963745893307895,0.3581719292567579,0.4875369393303017,88.0421052631579,220.0842105263158,0.08721420010335545,-16.272727272727273,0.4182805811618271,274,11,95,241,3
d06-076,d06-076,203,data/raw/IAM/images/formsA-D/d06-076.png,2479,3542,95.0,14.801057685912246,0.29626901674302936,0.6466215013706509,68.01369863013699,84.97260273972603,0.05630957314546208,22.0,0.21105393720578666,223,6,73,208,1
d06-082,d06-082,174,data/raw/IAM/images/formsA-D/d06-082.png,2479,3542,159.0,8.961424391861588,0.263668026032992,0.5453238660478904,66.36507936507937,108.9047619047619,0.05152247539393554,18.0,0.21487439722352117,144,6,63,132,1
d06-086,d06-086,208,data/raw/IAM/images/formsA-D/d06-086.png,2479,3542,95.0,4.152038581309225,0.7322099158958907,0.5232149052126288,96.5360824742268,213.18556701030928,0.08789355351417498,45.0,0.44038836446364027,440,11,97,438,0
d06-091,d06-091,202,data/raw/IAM/images/formsA-D/d06-091.png,2479,3542,127.0,4.750629998050945,0.277482671600904,0.3233815076411912,52.233333333333334,161.4111111111111,0.04572966332553829,-5.545454545454546,0.41346861917919675,340,11,90,338,1
d06-096,d06-096,206,data/raw/IAM/images/formsA-D/d06-096.png,2479,3542,95.0,12.77753344489303,0.366843536277048,0.5409256434911168,76.7,167.2375,0.07551339365000431,34.111111111111114,0.2693263731550558,254,9,80,227,1
d06-100,d06-100,207,data/raw/IAM/images/formsA-D/d06-100.png,2479,3542,63.0,7.272864319011972,0.459600812257502,0.4687845283290532,86.72058823529412,179.3235294117647,0.0781000706001534,-22.0,0.3060106930970007,180,8,68,162,1
